Silhouette Score,Calinski-Harabasz Index,Normalized Mutual Information,Transmitted Information,Weighted F1 Score,Rand Index,Hyperparameters,Combination,Perceptron Accuracies
0.07560736,529.8008289347136,0.17473118857336242,0.4729526957716939,0.5106299394349683,0.1291613061829982,"([784, 128, 64, 36, 18, 9], 9, [9, 18, 36, 64, 128, 784])",1,{'1': tensor(53.8100)}
0.004683043,27.172107639707153,0.26316713721521656,0.6665732951997652,0.826986922221247,0.1947210577776682,"([784, 512], 256, [256, 512, 784])",2,{'2': tensor(83.6800)}
